"Dealer ID","Stock Number",Year,Make,Model,Trim,Vin,mileage,Price,Color,"Interior Color",Transmission,photo_urls,Description,Options,"Vehicle Type",Engine,Drive-train,"Fuel Type","Destination URL","New\/Used",Certified,Doors,MSRP,Down-payment,"Fuel city min","Fuel city max","Highway city min","Highway city max",Title,"Date added","Car report",Condition
282866,B3730(DL#31138),:2019,Toyota,Tacoma,-,5TFCZ5AN7KX209756,"11,522","62,900",White,:Black,Automatic,"http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-bb7704237cefcf78ffd5bc8ee1c2ba4a.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-d8835ce37f5635b7a224215b8865c061.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-bf5169477026c33161e7ecaedf008a7a.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-1d4ccfe48cc9eab80b985247e08b5884.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-5943780b1460f8cc2a27b62b3425890e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-cbcd08338ea02d6a05ef5d93154ee30e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-6de363a877d7b1b52deb179f6e44e69e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-ac5396e33a8a2c022c358108ca7fac55.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-72c9d4097b867919e0fc73f279d01bd6.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-647e960a77933bc8ed88fe3a31ad2d20.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-e51cd9e87735c961df9708184cacaed9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-21754355a12b3b798d55b9bc2a14f669.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-d362b1cb05557498673206edcb8f9989.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-174665399c495adb9a9941b2f851568d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-85d27e4093d04c04817b7d427e35b876.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-5b97956118dad859f0d404872653731d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-b3dad20da8fa71147f1526257781a4c1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-1f6e0be199e0a4ce452be7744db7601f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-9c60ed17ebd04d649f0050209571bec0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-13c03aedf4a29a9d691cf51f29b8bbc4.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-5e2d572a5529c384801c9bf9514d528d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-a5946465a48375c903c2437ab7fb3e39.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c3a7bcd8f83f4fc41acebf4d9e37460b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-0c86037eb4a6f5d4080063ea1b8877ee.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-299f745bddb104df08a6e0455d45329f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-8452d7d00f3a5a54cdad34501eff9776.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-0f3f20f960ee7853a814da0ba9a34018.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-a6d38e21405df04ea1f2d82c0f1e3edf.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-19ab7ff84f4d5a246318c6aa9b287e4b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-2ff3f82cf35c459e014b46fce870ef64.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-5cc08146328bd9a503b24a09955f8ec1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-bf8984a76128323f352816f5425b37c2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-49e2f4665e20bc1fc616b3ceff41299d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-d8b7a44c07bb38b75c9acce6d7d97d6d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-2dba29181886c1131c76207191c5b56e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-55a240995835fd82db549012e285eecf.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-69973ca3d64c23f4a6c416ce51fff39b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-87c6e191d21274d3c28fddd0460e967f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-f67c8bf0ddf51948e94b66b7987ea113.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-bb7704237cefcf78ffd5bc8ee1c2ba4a.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-d8835ce37f5635b7a224215b8865c061.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-bf5169477026c33161e7ecaedf008a7a.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-1d4ccfe48cc9eab80b985247e08b5884.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-5943780b1460f8cc2a27b62b3425890e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-cbcd08338ea02d6a05ef5d93154ee30e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-6de363a877d7b1b52deb179f6e44e69e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-ac5396e33a8a2c022c358108ca7fac55.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-72c9d4097b867919e0fc73f279d01bd6.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-647e960a77933bc8ed88fe3a31ad2d20.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-e51cd9e87735c961df9708184cacaed9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-21754355a12b3b798d55b9bc2a14f669.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-d362b1cb05557498673206edcb8f9989.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-174665399c495adb9a9941b2f851568d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-85d27e4093d04c04817b7d427e35b876.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-5b97956118dad859f0d404872653731d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-b3dad20da8fa71147f1526257781a4c1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-1f6e0be199e0a4ce452be7744db7601f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-9c60ed17ebd04d649f0050209571bec0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-13c03aedf4a29a9d691cf51f29b8bbc4.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-5e2d572a5529c384801c9bf9514d528d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-a5946465a48375c903c2437ab7fb3e39.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-c3a7bcd8f83f4fc41acebf4d9e37460b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-0c86037eb4a6f5d4080063ea1b8877ee.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-299f745bddb104df08a6e0455d45329f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-8452d7d00f3a5a54cdad34501eff9776.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-0f3f20f960ee7853a814da0ba9a34018.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-a6d38e21405df04ea1f2d82c0f1e3edf.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-19ab7ff84f4d5a246318c6aa9b287e4b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-2ff3f82cf35c459e014b46fce870ef64.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-5cc08146328bd9a503b24a09955f8ec1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-bf8984a76128323f352816f5425b37c2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-49e2f4665e20bc1fc616b3ceff41299d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-d8b7a44c07bb38b75c9acce6d7d97d6d.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-2dba29181886c1131c76207191c5b56e.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-55a240995835fd82db549012e285eecf.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-69973ca3d64c23f4a6c416ce51fff39b.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-87c6e191d21274d3c28fddd0460e967f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/02/pic-c-f67c8bf0ddf51948e94b66b7987ea113.jpg",description,Options,"Truck Crew Cab",":6 Cylinder",4X4,:Gasoline,https://www.carboyz.ca/cars/used/2019-Toyota-Tacoma-Truck-Crew-Cab-304850,Used,Certified,,0,0,-,-,-,-,"2019 Toyota Tacoma TRD PRO 4x4, Snorkel, Nav, Leather, Li...",,none,used
282866,B3765(DL#31138),:2017,Hyundai,Elantra,-,hd84lf7hu242799,"112,894","16,900",Grey,:Grey,"6 Speed Automatic","http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-ccb2902d8b0c20424aa0636c200e5dca.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-8319fedb33d7d97a0b0d8ef2fae52ca3.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-7d75332ada61999ce35a49c929e47bc0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-6f1660290e0f2745da9a5b3b56256b11.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-8f254836a4b97f27c1d68a472013cf35.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-d954a3e4c403fe3ef10bc1fd3b1128a7.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-6cf68e9ca32f63fc55032efe37cbd76c.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-95d9a3fb97af3ddceaba033bee2a23b9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-1a53bfb8d9d29cf633797b30d354c117.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-d30956172b62fb86ff2317fc42fa189f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-ae5a75b9436d9d663497ab9df0cd54e1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-2d60e5fbb140abfe012a9538fdd3d8a0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-73672df869024d34a5ae6f45b326d7ba.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-f51a8944e373bae14fbc8368c3005f95.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-1b552f08608aea746a215c58e48d6afd.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-06a3fca30c830273877b86dd71e35179.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-74fbec1d830ca4037d900dd4395227c2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-091b9511414ca6693355c92688cb5c07.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-f2c16118583f8c1415b45186bacae9e2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-fb9d24feb99bea9e749ac443bf926158.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-50acd1b3b2fab47dcbc75e7714942133.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-711a4d917bf501f69cb09927b4c52ee7.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-86d6b01a08329effc08beb517808faeb.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-047f24b8f2830dd92f1d40e7c6a3e489.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-188e545cc515a6debe44e6d0323579c9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-36cedb1757a06ac09424d6bfc7740173.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-a1c1e09b3e18370d18ba6501c5c5be09.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-07fc30a05fbc48989d880c8fa3909464.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-2b0d5a0f1f4d933bd59f8f2f1688587f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-a0a75362c5c66d9ec8f0f4ec7c8d9fcd.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c8954a84c0ef333c048f43dd60693393.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-ccb2902d8b0c20424aa0636c200e5dca.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-8319fedb33d7d97a0b0d8ef2fae52ca3.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-7d75332ada61999ce35a49c929e47bc0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-6f1660290e0f2745da9a5b3b56256b11.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-8f254836a4b97f27c1d68a472013cf35.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-d954a3e4c403fe3ef10bc1fd3b1128a7.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-6cf68e9ca32f63fc55032efe37cbd76c.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-95d9a3fb97af3ddceaba033bee2a23b9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-1a53bfb8d9d29cf633797b30d354c117.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-d30956172b62fb86ff2317fc42fa189f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-ae5a75b9436d9d663497ab9df0cd54e1.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-2d60e5fbb140abfe012a9538fdd3d8a0.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-73672df869024d34a5ae6f45b326d7ba.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-f51a8944e373bae14fbc8368c3005f95.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-1b552f08608aea746a215c58e48d6afd.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-06a3fca30c830273877b86dd71e35179.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-74fbec1d830ca4037d900dd4395227c2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-091b9511414ca6693355c92688cb5c07.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-f2c16118583f8c1415b45186bacae9e2.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-fb9d24feb99bea9e749ac443bf926158.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-50acd1b3b2fab47dcbc75e7714942133.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-711a4d917bf501f69cb09927b4c52ee7.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-86d6b01a08329effc08beb517808faeb.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-047f24b8f2830dd92f1d40e7c6a3e489.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-188e545cc515a6debe44e6d0323579c9.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-36cedb1757a06ac09424d6bfc7740173.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-a1c1e09b3e18370d18ba6501c5c5be09.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-07fc30a05fbc48989d880c8fa3909464.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-2b0d5a0f1f4d933bd59f8f2f1688587f.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-a0a75362c5c66d9ec8f0f4ec7c8d9fcd.jpg,http://autobunny-docs.s3.ca-central-1.amazonaws.com/962/car/forsale/images/2022/06/pic-c-c8954a84c0ef333c048f43dd60693393.jpg",description,Options,Sedan,":4 Cylinder",FWD,:Gasoline,https://www.carboyz.ca/cars/used/2017-Hyundai-Elantra-Sedan-336962,Used,Certified,,0,0,-,-,-,-,"2017 Hyundai Elantra GL Sedan, Heated Seats, Rev Cam. Extra...",,none,used
