web-scraper-order,web-scraper-start-url,link,link-href,stock,year,make,model,style,cylinder,transmission,engine,drive train,fuel type,vin,mileage,color,color 2,internet price,photo urls,doors,Vehicle Type,description,trim,certified,data,condition
1654592726-14185,https://www.carfactorymt.com/autos.php,1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,https://www.carfactorymt.com/1990-Ford-F-250-Billings-MT-4993,22056T,1990,Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,2-Door									REGULAR CAB PICKUP 2-DR,,4-Speed Automatic Overdrive,5.8L V8 OHV 16V									Gasoline,null,Gasoline,2FTHF25H7LCA95133,"4,327",White,Blue Cloth,,"[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_9.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_11.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_10.JPG""}]",2,2-Door									REGULAR CAB PICKUP 2-DR,"1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!



5.8L V8 OHV 16V Engine - 4-Speed Automatic Overdrive - unsure of actual miles 5 digit odometer



Truck runs and drives out good - was traded in by a local company and was owned by them for several years - the tommy lift works very well - should have many more years of work left in it - Ready to go today!



Call - 4o6-896-9833

Text - 4o6-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",HD Reg. Cab 2WD,,"Price$3,990							
								Body Style
								2-Door									REGULAR CAB PICKUP 2-DR
							
														
								Trim
								HD Reg. Cab 2WD
							
												
								Mileage
								4,327
							
												
								Engine
								5.8L V8 OHV 16V									Gasoline
							
												
								Transmission
								4-Speed Automatic Overdrive
							
												
								Ext. Color
								White
							
												
								Int. Color
								Blue Cloth
							
												
								Stock Number
								22056T
							
												
								VIN
								2FTHF25H7LCA95133
							
												
								Location
								
									The Car Factory
Billings, MT",Used
1654592757-14194,https://www.carfactorymt.com/autos.php,2012 Chevrolet Suburban LT 1500 4WD - Leather!,https://www.carfactorymt.com/2012-Chevrolet-Suburban-Billings-MT-4999,22049t,2012,Chevrolet Suburban LT 1500 4WD - Leather!,2012 Chevrolet Suburban LT 1500 4WD - Leather!,4-Door									SPORT UTILITY 4-DR,,6-Speed Automatic,5.3L V8 OHV 16V FFV									Gasoline,null,Gasoline,1GNSKJE72CR135356,"164,065",null,Gray leather,"$19,990","[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_4.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_5.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_7.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_8.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_9.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_10.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_11.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_15.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_16.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_17.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_18.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_19.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_20.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F04b4rg03no%2F4999_21.JPG""}]",4,,"2012 Chevrolet Suburban LT 1500 4WD - Leather!



5.3L V8 OHV 16V FFV Engine - 6-Speed Automatic Transmission with tow/haul feature 



$347 per month - Payment example based on $1000 cash or trade down - 60 months at 3.24 percent APR - on approved credit



LT Package - Dual zone climate control - tilt steering wheel - cruise control - Bose bluetooth audio - power windows and door locks - dual heated power seats - leather interior - heated rear seats - rear bench seat - parking sensors - privacy glass - running boards - aluminum wheels - keyless entry - remote start - theft deterrent - power rear liftgate - tow package - traction control 



Great unning and driving unit - no accidents on the vehicle history report - tires are like new - rated at 15 mpg in town and 21 mpg on the highway - lots of room for the family and belongings - 2nd row bench seat which is hard to find - Ready to go!



Call - 4o6-896-9833

Text - 4o6-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",LT 1500 4WD,,"Price$19,990Down Payment$1,000.00Payment Amount$347.00							
								APR/Term
								
									3.24% / 60 months								
							
												
								Body Style
								4-Door									SPORT UTILITY 4-DR
							
														
								Trim
								LT 1500 4WD
							
												
								Mileage
								164,065
							
												
								Engine
								5.3L V8 OHV 16V FFV									Gasoline
							
												
								Transmission
								6-Speed Automatic
							
												
								Int. Color
								Gray leather
							
												
								Stock Number
								22049t
							
												
								VIN
								1GNSKJE72CR135356
							
												
								Location
								
									The Car Factory
Billings, MT",Used
1654592767-14199,https://www.carfactorymt.com/autos.php,2013 Ford F-150 XLT SuperCab 4WD - Low miles - One owner!,https://www.carfactorymt.com/2013-Ford-F-150-Billings-MT-5034,22112,2013,Ford F-150 XLT SuperCab 4WD - Low miles - One owner!,2013 Ford F-150 XLT SuperCab 4WD - Low miles - One owner!,4-Door									EXTENDED CAB PICKUP 4-DR,,6-Speed Automatic,3.5L V6 TURBO									Gasoline,null,Gasoline,1FTFX1ET8DFA46872,"98,847",Blue,Gray Cloth,,"[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_4.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_5.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_7.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_8.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_9.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_10.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_11.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_15.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_16.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_17.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_18.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_19.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_20.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_21.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_22.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_23.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_24.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_25.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_26.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fmtq2fle31u%2F5034_27.JPG""}]",4,4-Door									EXTENDED CAB PICKUP 4-DR,"2013 Ford F-150 XLT SuperCab 4WD - Low miles - One owner!



3.5L V6 TURBO Engine - 6 Speed Automatic Transmission - 4WD - 98,847 miles



$339 per month - payment example based on $1000 cash or trade down - 72 months at 3.24 percent APR - on approved credit



XLT package - air conditioning - tilt wheel - cruise control - Bluetooth audio - Microsoft Sync to pair your devices and voice command - power windows and door locks - power drivers seat - privacy glass - chrome wheels - running boards - spray in bedliner - fog lamps - 3.31 rear axle ratio - keyless entry - perimeter alarm - anti-theft - remote start - tonneau cover



One owner unit - low miles - runs and drives out great - no accidents on the vehicle history report - offroad tires are in great shape - Rated at 16 mpg in town and 21 mpg on the highway - Ready to go!



Call - 4o6-896-9833

Text - 4o6-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",XLT SuperCab 6.5-ft. Bed 4WD,,"Price$22,990Down Payment$1,000.00Payment Amount$339.00							
								APR/Term
								
									3.24% / 72 months								
							
												
								Body Style
								4-Door									EXTENDED CAB PICKUP 4-DR
							
														
								Trim
								XLT SuperCab 6.5-ft. Bed 4WD
							
												
								Mileage
								98,847
							
												
								Engine
								3.5L V6 TURBO									Gasoline
							
												
								Transmission
								6-Speed Automatic
							
												
								Ext. Color
								Blue
							
												
								Int. Color
								Gray Cloth
							
												
								Stock Number
								22112
							
												
								VIN
								1FTFX1ET8DFA46872
							
												
								Location
								
									The Car Factory
Billings, MT",Used
1654592732-14186,https://www.carfactorymt.com/autos.php,2007 Cadillac Escalade AWD - Low miles!,https://www.carfactorymt.com/2007-Cadillac-Escalade-Billings-MT-5023,22043,2007,Cadillac Escalade AWD - Low miles!,2007 Cadillac Escalade AWD - Low miles!,4-Door									SPORT UTILITY 4-DR,,6-Speed Automatic Overdrive,6.2L V8 OHV 16V									Gasoline,null,Gasoline,1GYFK638X7R213191,"129,546",Black,Tan Leather,"$16,990","[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_4.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_5.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_7.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_8.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_10.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_15.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_16.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_17.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_18.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_19.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_20.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_21.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_22.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fw4u4ni7l7f%2F5023_11.JPG""}]",4,,"2007 Cadillac Escalade AWD - Low miles!



6.2L V8 OHV 16V engine - 6 speed automatic overdrive transmission - 129,546 miles



$360 per month - payment example based on $1000 cash or trade down - 48 months at 3.24 percent APR - on approved credit



Climate control - dual zone air conditioning - tilt wheel - cruise control - Bose audio system - power windows and door locks - dual power heated and cooled seats - leather interior - parking sensors - power sunroof - rear entertainment system - remote start - keyless entry - anti-theft - privacy glass - step bars - chrome wheels - towing package - roof rack



Low miles - runs and drives out great - tires are in good shape - Rated at 13 mpg in town and 19 mpg on the highway - Ready to go!



Call - 4o6-896-9833

Text - 406-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",AWD,,"Price$16,990Down Payment$1,000.00Payment Amount$360.00							
								APR/Term
								
									3.24% / 48 months								
							
												
								Body Style
								4-Door									SPORT UTILITY 4-DR
							
														
								Trim
								AWD
							
												
								Mileage
								129,546
							
												
								Engine
								6.2L V8 OHV 16V									Gasoline
							
												
								Transmission
								6-Speed Automatic Overdrive
							
												
								Ext. Color
								Black
							
												
								Int. Color
								Tan Leather
							
												
								Stock Number
								22043
							
												
								VIN
								1GYFK638X7R213191
							
												
								Location
								
									The Car Factory
Billings, MT",Used
1654592726-14184,https://www.carfactorymt.com/autos.php,1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,https://www.carfactorymt.com/1990-Ford-F-250-Billings-MT-4993,22056T,1990,Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!,2-Door									REGULAR CAB PICKUP 2-DR,,4-Speed Automatic Overdrive,5.8L V8 OHV 16V									Gasoline,null,Gasoline,2FTHF25H7LCA95133,"4,327",White,Blue Cloth,"$3,990","[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_9.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_11.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2Fnztdsnjx5z%2F4993_10.JPG""}]",2,,"1990 Ford F-250 HD Reg. Cab 2WD - Tommy Lift!



5.8L V8 OHV 16V Engine - 4-Speed Automatic Overdrive - unsure of actual miles 5 digit odometer



Truck runs and drives out good - was traded in by a local company and was owned by them for several years - the tommy lift works very well - should have many more years of work left in it - Ready to go today!



Call - 4o6-896-9833

Text - 4o6-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",HD Reg. Cab 2WD,,"Price$3,990							
								Body Style
								2-Door									REGULAR CAB PICKUP 2-DR
							
														
								Trim
								HD Reg. Cab 2WD
							
												
								Mileage
								4,327
							
												
								Engine
								5.8L V8 OHV 16V									Gasoline
							
												
								Transmission
								4-Speed Automatic Overdrive
							
												
								Ext. Color
								White
							
												
								Int. Color
								Blue Cloth
							
												
								Stock Number
								22056T
							
												
								VIN
								2FTHF25H7LCA95133
							
												
								Location
								
									The Car Factory
Billings, MT",Used
1654592751-14192,https://www.carfactorymt.com/autos.php,2011 Nissan Armada SL 4WD - 3rd row seating!,https://www.carfactorymt.com/2011-Nissan-Armada-Billings-MT-5027,22097t,2011,Nissan Armada SL 4WD - 3rd row seating!,2011 Nissan Armada SL 4WD - 3rd row seating!,4-Door									SPORT UTILITY 4-DR,,5-Speed Automatic,5.6L V8 DOHC 32V									Gasoline,null,Gasoline,5N1AA0NC4BN617682,"214,008",Silver,Gray Cloth,"$10,990","[{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_1.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_2.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_3.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_4.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_5.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_6.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_7.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_8.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_9.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_10.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_11.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_12.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_13.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_14.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_26.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_15.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_16.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_17.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_18.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_19.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_20.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_21.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_22.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_23.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_24.JPG""},{""photo urls"":"""",""photo urls-src"":""image.php?w=103&ar=1&imgurl=uploads%2Ffiles%2F5xf4i36m5d%2F5027_25.JPG""}]",4,,"2011 Nissan Armada SL 4WD - 3rd row seating!



5.6L V8 DOHC 32V Engine - 5-Speed Automatic Transmission



SL package - air conditioning - tilt steering wheel - cruise control - Bose audio - power windows and door locks - power seat - 3rd row seating - backup camera - power fold 3rd row seating - privacy glass - roof rack - power adjustable foot pedals - towing package - keyless entry - anti-theft - foglamps



Runs and drives out good - tires in great shape - rated at 12 mpg in town and 18 mpg on the highway - 3rd row seating - Ready to go!



Call - 4o6-896-9833

Text - 4o6-6o6-9o5o

Stop by - Car Factory - 4562 State Ave - Billings MT 591o1",SL 4WD,,"Price$10,990							
								Body Style
								4-Door									SPORT UTILITY 4-DR
							
														
								Trim
								SL 4WD
							
												
								Mileage
								214,008
							
												
								Engine
								5.6L V8 DOHC 32V									Gasoline
							
												
								Transmission
								5-Speed Automatic
							
												
								Ext. Color
								Silver
							
												
								Int. Color
								Gray Cloth
							
												
								Stock Number
								22097t
							
												
								VIN
								5N1AA0NC4BN617682
							
												
								Location
								
									The Car Factory
Billings, MT",Used
