web-scraper-order,web-scraper-start-url,link,link-href,stock,year,make,model,style,cylinder,transmission,engine,drive train,fuel type,vin,mileage,color,color 2,internet price,photo urls,doors,Vehicle Type,description,trim,certified,condition,options,data,pagination,pagination-href,menu,menu-href
"1654863308-1","https://www.demirciauto.ca/","Ford  Escape 2012                                                
                            XLT * CUIR * TOIT OUVRANT * MAGS ** Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!                        
                                            
                                            161 326 km
                                    


                
                    8 495$                
            
            
                
                    Moteur V6 | Extérieur bleu | Intérieur gris
                    Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!

Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

Prix en spécial $8495 (prix original $9195 )

MEILLEURE PRIX DANS LA PROVINCE !! POINT ...
                
                
            
        
    
    
        
            Moteur V6 | Extérieur bleu | Intérieur gris
            Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!

Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

Prix en spécial $8495 (prix original $9195 )

MEILLEURE PRIX DANS LA PROVINCE !! POINT ...","https://www.demirciauto.ca/vehicule-usagee/201609/ford-escape-2012/3747042","C71668","2012","Ford","Escape","","6","Automatique","3,0","4x4","","1FMCU9DG5CKC71668","161 326","Bleu","Gris","8 495","[{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc224b6r4l1d4f1q2go8t5.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc23ab9ggq8ge1e4f12eg6.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc23136016sq1sk81j7dqaa7.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc231eun17ac1r4k102816rm8.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241glc9ch1u5gckfuj49.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241ri07qsg2n1u818o0a.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24nb01e5me2110a01qu4b.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241lbu3fh1ia71u621hkvc.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24ctu1ldiefu1t8a19tpd.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24if3ltd1i8up681m3ke.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24fqk1u6p5sqjrq1ukuf.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24bn012oq1c46iv51vddg.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241fs09c8ck0k461di0h.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241c0or7t19qrhja2h9i.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241v2m1gnj6b01gmed9vj.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241cfo4s4jongjilfdk.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc24nae3gv7u1h08gvvl.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc241r2b9g662r1bkujtem.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc251inq51r1p9lkjqr5pn.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc25aoc1d6a1gejl0s1rd6o.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc25ct3155g1jut1aem1bg6p.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc251amqufb174h10mkio4q.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc251fivkfibav1asemcar.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3747042/p1g40nlc2514ec19oa1ngg62p1ris.jpeg""}]","4","","Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!



Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



Prix en spécial $8495 (prix original $9195 )



MEILLEURE PRIX DANS LA PROVINCE !! POINT FINAL !!



———————————————————————————————————————————————————



2012 Ford Escape. XLT



Automatique

161,326 KM

3.0 litres, 6 cylindres





———————————————————————————————————————————————————



BIEN ÉQUIPÉ



MAGS, TOIT ouvrant, Climatisation, Régulateur de vitesse, radio satellite (SIRIUS), AUX, COMMANDE SUR LE VOLANT, Groupe électrique, Mécanique en excellente condition !!

Intérieur et extérieur très propre !!







Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



Garanties prolongées jusqu'à 3 ans disponibles



———————————————————————————————————————————————————



Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!

Faillite? Procuration? Ne vous en faites pas, on peut vous aider !!

Excellent crédit? On a les meilleurs taux des banques !

Demande rapide et on vous trouve LE MEILLEUR TAUX sur le marché !





Nous acceptons Débit/Interac, Visa, MasterCard



———————————————————————————————————————————————————



Demirci Auto



Fier membre de l'AMVOQ depuis 2006



Ouvert 7 jours



https://demirciauto.ca","","","","Options
                    
                        
                            
                                
                                    
                                                                                    Sièges baquets
                                                                                    Direction assistée
                                                                                    Volant réglable
                                                                                    Anti-patinage
                                                                                    Vitres électriques
                                                                                    Essuie-glaces intermittents
                                                                                    Radio satellite
                                                                                    Lecteur MP3
                                                                                    Phares anti-brouillard
                                                                                    Vitres teintées 
                                                                                    Prise de courant
                                                                                    Système antidémarrage
                                                                                    Support à bagages
                                                                                    Moniteur de la pression des pneus
                                                                                    Contrôle de stabilité
                                                                                    Entrée audio auxiliaire
                                                                                    Sièges - Banquette 2e rangée
                                                                            
                                
                                
                                    
                                                                                    Coussin gonflable pour le conducteur
                                                                                    Coussin gonflable pour le passager
                                                                                    Coussin gonflable latéral avant
                                                                                    Coussin gonflable pour la tête avant
                                                                                    Coussin gonflable arrière pour la tête
                                                                                    Climatisation
                                                                                    Lecteur de CD
                                                                                    ABS aux 4 roues
                                                                                    Freins à disque à l'avant/à tambour à l'arrière 
                                                                                    Régulateur de vitesse
                                                                                    Verrouillage de sécurité pour enfants
                                                                                    Tapis protecteurs 
                                                                                    Télédéverrouillage
                                                                                    Verrouillage électrique
                                                                                    Miroirs chauffants
                                                                                    Miroir(s) électrique(s)
                                                                                    Siège du conducteur électrique","","","","inventaire complet","https://www.demirciauto.ca/recherche"
"1654863311-2","https://www.demirciauto.ca/","Hyundai  Sonata 2011                                                
                            LIMITED * CUIR * TOIT OUVRANT * MAGS * GPS* Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!                        
                                            
                                            182 700 km
                                    


                
                    7 495$                
            
            
                
                    Moteur à 4 cylindres | Extérieur bleu | Intérieur gris
                    Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!


Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

prix en spéciale $7495  (prix original $8295)

MEILLEURE PRIX DANS LA PROVINCE !!  ...
                
                
            
        
    
    
        
            Moteur à 4 cylindres | Extérieur bleu | Intérieur gris
            Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!


Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

prix en spéciale $7495  (prix original $8295)

MEILLEURE PRIX DANS LA PROVINCE !!  ...","https://www.demirciauto.ca/vehicule-usagee/201609/hyundai-sonata-2011/3748576","230607","2011","Hyundai","Sonata","","4","Automatique","2,4","Traction avant","","5NPEC4AC9BH230607","182 700","Bleu","Gris","7 495","[{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p114vd491i9419g717hs8v45.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150113f2he146h1bufds86.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501c6o1evjav1i3e1kbu7.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p115019kj7ue1sg51jjd65d8.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150k2k2cv1nurvh214nf9.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150v3eg8u1mic1gt5os5a.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150tu6bnkne5aso1i0lb.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150oimdiumiq1bo21uoqc.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11507jqld8141712pfhtkd.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501ucjnvn1l9b1e2l1fsoe.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11507qj1j72p4h1rkmnbtf.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150l6t1067rbl1oaq1jtg.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150mclgqf6p0k7s1re7h.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501pind2d8umhmqur3i.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150jue11c1k9l1vi51ihgj.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501k4tl7j1e461uo91eulk.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501tqf1ouv8rurgm1236l.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150150s16kb156ldpd1cjim.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p115015f1ic4v3cvlq1jgfn.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p115011o8hb414n51p771ek8o.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p11501r9du9d145h1jaqjjsp.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3748576/p1g43p1150a94tpr32p1kp31km0q.jpeg""}]","4","","Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!





Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



prix en spéciale $7495  (prix original $8295)



MEILLEURE PRIX DANS LA PROVINCE !! POINT FINAL !!



———————————————————————————————————————————————————



2011 HYUNDAI SONATA 

Automatique

182, 700 KM

2.4 litres, 4  cylindres









———————————————————————————————————————————————————



BIEN ÉQUIPÉE



TOIT ouvrant, SIEGES CHAUFFANT, mags, economic mode, NAVIGATION, Régulateur de vitesse, Entrée audio auxiliaire (AUX), USB, Bluetooth, A/C, Commandes audio sur le volant, Groupe électrique



Mécanique en excellente condition !!

Intérieur et extérieur très propre !!







Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



———————————————————————————————————————————————————



Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!

Faillite? Procuration? Ne vous en faites pas, on peut vous aider !!

Excellent crédit? On a les meilleurs taux des banques !

Demande rapide et on vous trouve LE MEILLEUR TAUX sur le marché !





Nous acceptons Débit/Interac, Visa, MasterCard



———————————————————————————————————————————————————



Demirci Auto



Fier membre de l'AMVOQ depuis 2006



Ouvert 7 jours



https://demirciauto.com","","","","Options
                    
                        
                            
                                
                                    
                                                                                    Anti-patinage
                                                                                    Roues en aluminium
                                                                                    Vitres électriques
                                                                                    Essuie-glaces intermittents
                                                                                    Toit ouvrant
                                                                                    Chaîne haute-fidélité de première qualité
                                                                                    Radio satellite
                                                                                    Lecteur MP3
                                                                                    Phares anti-brouillard
                                                                                    Siège chauffant conducteur
                                                                                    Commandes audio sur le volant
                                                                                    Prise de courant
                                                                                    Système antidémarrage
                                                                                    Rétroviseur intérieur à atténuation automatique
                                                                                    Clignotants intégrés
                                                                                    Volant en cuir
                                                                                    Ouverture du coffre à distance
                                                                                    Ordinateur de bord
                                                                                    Ouvre porte de garage universel
                                                                                    Connexion Bluetooth
                                                                                    Caméra de recul
                                                                                    Contrôle de stabilité
                                                                                    Assistance de freinage
                                                                                    Démarrage sans clé
                                                                                    Entrée audio auxiliaire
                                                                                    Siège(s) arrière chauffant(s)
                                                                                    Sièges - Banquette 2e rangée
                                                                            
                                
                                
                                    
                                                                                    Coussin gonflable pour le conducteur
                                                                                    Coussin gonflable pour le passager
                                                                                    Coussin gonflable latéral avant
                                                                                    Coussin gonflable pour la tête avant
                                                                                    Coussin gonflable arrière pour la tête
                                                                                    Climatiseur automatique
                                                                                    Climatisation multizone
                                                                                    Climatisation
                                                                                    Système de sécurité
                                                                                    Lecteur de CD
                                                                                    ABS aux 4 roues
                                                                                    Freins à disques aux 4 roues
                                                                                    Régulateur de vitesse
                                                                                    Verrouillage de sécurité pour enfants
                                                                                    Tapis protecteurs 
                                                                                    Télédéverrouillage
                                                                                    Verrouillage électrique
                                                                                    Miroirs chauffants
                                                                                    Miroir(s) électrique(s)
                                                                                    Système de navigation
                                                                                    Toit ouvrant - électrique - ouverture / rétractable
                                                                                    Siège du conducteur électrique
                                                                                    Sièges en cuir
                                                                                    Sièges baquets
                                                                                    Direction assistée
                                                                                    Volant réglable","","","","inventaire complet","https://www.demirciauto.ca/recherche"
"1654863314-3","https://www.demirciauto.ca/","Honda  Accord 2009                                                
                            EX-L * V6 * CUIR * TOIT OUVRANT * MAGS * Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!                        
                                            
                                            253 060 km
                                    


                
                    5 495$                
            
            
                
                    Moteur V6 | Extérieur bleu | Intérieur beige
                    Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!


Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

prix en spéciale $5495  (prix original $6095)

MEILLEURE PRIX DANS LA PROVINCE !!  ...
                
                
            
        
    
    
        
            Moteur V6 | Extérieur bleu | Intérieur beige
            Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!


Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !

prix en spéciale $5495  (prix original $6095)

MEILLEURE PRIX DANS LA PROVINCE !!  ...","https://www.demirciauto.ca/vehicule-usagee/201609/honda-accord-2009/3744257","801953","2009","Honda","Accord","","6","Automatique","3,5","Traction avant","","1HGCP36869A801953","253 060","Bleu","Beige","5 495","[{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jcgid88h1f241rtgtc35.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jcof1ruc1ui914msckb6.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jc1ath82nbppehravh7.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jc131kjjs1av91uig1gdc8.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jc1i581ttqltglac7n29.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jc1eqv1lju4d515o577va.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jc8151o3d1leal628gjb.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jdaoh1t911lj6kt6flsc.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd5gd824135s1csgfufd.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd2fs1ochk2ivpf1p2e.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jdcvq1aqr1l75ede1p1gf.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd1i4t14pk94vbe3qh2g.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jdor31n6u1s9g1lbgu16h.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd11pjpj959mrv519li.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd5kc1c9o1l04u4uvn3j.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd252pch13it1rnr15thk.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd19ukneu19351d226q1l.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd11391lskbduhpep5hm.jpeg""},{""photo urls"":"""",""photo urls-src"":""//image.autousagee.ca/100/3744257/p1g3rnl8jd8sn5smml0emc1724n.jpeg""}]","4","","Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!





Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



prix en spéciale $5495  (prix original $6095)



MEILLEURE PRIX DANS LA PROVINCE !! POINT FINAL !!



———————————————————————————————————————————————————



2009 HONDA ACCORD EX-L

Automatique

253, 060 KM

3.5 litres, 6  cylindres





———————————————————————————————————————————————————



BIEN ÉQUIPÉE



TOIT ouvrant, SIEGES CHAUFFANT, mags, v6, Régulateur de vitesse, Entrée audio auxiliaire (AUX), A/C, Commandes audio sur le volant, Groupe électrique



Mécanique en excellente condition !!

Intérieur et extérieur très propre !!







Tous nos véhicules d'occasions viennent avec UNE GARANTIE OFFICIELLE DE 30 JOURS pour votre tranquillité d'esprit !



———————————————————————————————————————————————————



Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!

Faillite? Procuration? Ne vous en faites pas, on peut vous aider !!

Excellent crédit? On a les meilleurs taux des banques !

Demande rapide et on vous trouve LE MEILLEUR TAUX sur le marché !





Nous acceptons Débit/Interac, Visa, MasterCard



———————————————————————————————————————————————————



Demirci Auto



Fier membre de l'AMVOQ depuis 2006



Ouvert 7 jours



https://demirciauto.com","","","","Options
                    
                        
                            
                                
                                    
                                                                                    Direction assistée
                                                                                    Volant réglable
                                                                                    Anti-patinage
                                                                                    Roues en aluminium
                                                                                    Vitres électriques
                                                                                    Essuie-glaces intermittents
                                                                                    Toit ouvrant
                                                                                    Chaîne haute-fidélité de première qualité
                                                                                    Radio satellite
                                                                                    Lecteur MP3
                                                                                    Phares anti-brouillard
                                                                                    Siège chauffant conducteur
                                                                                    Commandes audio sur le volant
                                                                                    Prise de courant
                                                                                    Système antidémarrage
                                                                                    Rétroviseur intérieur à atténuation automatique
                                                                                    Volant en cuir
                                                                                    Ouverture du coffre à distance
                                                                                    Moniteur de la pression des pneus
                                                                                    Ouvre porte de garage universel
                                                                                    Contrôle de stabilité
                                                                                    Assistance de freinage
                                                                                    Entrée audio auxiliaire
                                                                                    Sièges - Banquette 2e rangée
                                                                            
                                
                                
                                    
                                                                                    Coussin gonflable pour le conducteur
                                                                                    Coussin gonflable pour le passager
                                                                                    Coussin gonflable latéral avant
                                                                                    Coussin gonflable pour la tête avant
                                                                                    Climatiseur automatique
                                                                                    Climatisation multizone
                                                                                    Climatisation
                                                                                    Système de sécurité
                                                                                    Lecteur de CD
                                                                                    ABS aux 4 roues
                                                                                    Freins à disques aux 4 roues
                                                                                    Régulateur de vitesse
                                                                                    Verrouillage de sécurité pour enfants
                                                                                    Tapis protecteurs 
                                                                                    Télédéverrouillage
                                                                                    Verrouillage électrique
                                                                                    Miroirs chauffants
                                                                                    Miroir(s) électrique(s)
                                                                                    Toit ouvrant - électrique - ouverture / rétractable
                                                                                    Siège du conducteur électrique
                                                                                    Siège du passager électrique
                                                                                    Sièges en cuir
                                                                                    Sièges baquets","","","","inventaire complet","https://www.demirciauto.ca/recherche"
