"Dealer ID","Stock Number",Year,Make,Model,Trim,Vin,mileage,Price,Color,"Interior Color",Transmission,photo_urls,Description,Options,"Vehicle Type",Engine,Drive-train,"Fuel Type","Destination URL",New/Used,Certified,Doors,MSRP,Down-payment,"Fuel city min","Fuel city max","Highway city min","Highway city max",Title,"Date added","Car report",Condition
454545,13547,2017,Ford,F-150,"XLT SuperCab 6.5-ft. Bed 4WD",1FTFX1EG9HFB55852,"111,066","28,995",,,"6-Speed Automatic","/uploads/autos/4777/2017-Ford-F-150-4777-1.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-2.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-3.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-4.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-5.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-6.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-7.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-8.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-9.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-10.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-11.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-12.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-13.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-14.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-15.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-16.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-17.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-18.aiimg-h70.jpg,/uploads/autos/4777/2017-Ford-F-150-4777-19.aiimg-h70.jpg",description,Options,,"3.5L V6 DOHC 24V",4WD,,https://www.usedcarslewistonid.com/autos/2017-Ford-F-150-Lewiston-4777,Used,Certified,0,0,0,-,-,-,-,"2017 Ford F-150",,none,used
454545,13502,2002,Chevrolet,"Silverado 2500HD","LS Crew Cab Short Bed 4WD",1GCHK23U32F107082,"286,360","6,995",,,,/uploads/aiimg/images/autos/default_image_autos.aiimg-h70.jpg,description,Options,,"6.0L V8 OHV 16V",4WD,,https://www.usedcarslewistonid.com/autos/2002-Chevrolet-Silverado-2500HD-Lewiston-4798,Used,Certified,0,0,0,-,-,-,-,"2002 Chevrolet Silverado 2500HD",,none,used
454545,13444,2019,Ford,F-150,"XLT SuperCrew 6.5-ft. Bed 4WD",1FTFW1E49KKE39666,"89,407","38,995",,,"6-Speed Automatic","/uploads/autos/4708/2019-Ford-F-150-4708-1.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-2.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-3.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-4.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-5.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-6.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-7.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-8.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-9.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-10.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-11.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-12.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-13.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-14.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-15.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-16.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-17.aiimg-h70.jpg,/uploads/autos/4708/2019-Ford-F-150-4708-18.aiimg-h70.jpg",description,Options,,"3.5L V6 DOHC 24V",4WD,,https://www.usedcarslewistonid.com/autos/2019-Ford-F-150-Lewiston-4708,Used,Certified,0,0,0,-,-,-,-,"2019 Ford F-150",,none,used
454545,13561,2015,Ford,F-150,"Lariat SuperCrew 6.5-ft. Bed 4WD",1FTFW1EG5FFA82642,"108,614","35,995",,,"6-Speed Automatic","/uploads/autos/4787/2015-Ford-F-150-4787-1.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-2.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-3.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-4.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-5.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-6.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-7.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-8.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-9.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-10.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-11.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-12.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-13.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-14.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-15.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-16.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-17.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-18.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-19.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-20.aiimg-h70.jpg,/uploads/autos/4787/2015-Ford-F-150-4787-21.aiimg-h70.jpg",description,Options,,"3.5 V6",4WD,,https://www.usedcarslewistonid.com/autos/2015-Ford-F-150-Lewiston-4787,Used,Certified,0,0,0,-,-,-,-,"2015 Ford F-150",,none,used
454545,13535,2017,Ford,Explorer,"Sport 4WD",1FM5K8GT2HGC21953,"93,168","32,495",,,"6-Speed Automatic","/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-1.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-2.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-3.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-4.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-5.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-6.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-7.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-8.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-9.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-10.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-11.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-12.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-13.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-14.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-15.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-16.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-17.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-18.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-19.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-20.aiimg-h70.jpg,/uploads/autos/4769/2017-Ford-Explorer-Lewiston-4769-21.aiimg-h70.jpg",description,Options,,"3.5L V6 DOHC 24V",4WD,,https://www.usedcarslewistonid.com/autos/2017-Ford-Explorer-Lewiston-4769,Used,Certified,0,0,0,-,-,-,-,"2017 Ford Explorer",,none,used
454545,13555,2013,Ford,F-150,"Lariat SuperCrew 5.5-ft. Bed 4WD",1FTFW1ET7DFC59931,"142,791","25,995",,,"6-Speed Automatic","/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-1.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-2.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-3.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-4.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-5.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-6.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-7.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-8.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-9.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-10.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-11.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-12.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-13.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-14.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-15.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-16.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-17.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-18.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-19.aiimg-h70.jpg,/uploads/autos/4780/2013-Ford-F-150-Lewiston-4780-20.aiimg-h70.jpg",description,Options,,"3.5L V6 TURBO",4WD,,https://www.usedcarslewistonid.com/autos/2013-Ford-F-150-Lewiston-4780,Used,Certified,0,0,0,-,-,-,-,"2013 Ford F-150",,none,used
454545,13575,2013,Ford,F-150,"Platinum SuperCrew 5.5-ft. Bed 4WD",1FTFW1ET6DFB78371,"143,604","26,995",,,"6-Speed Automatic","/uploads/autos/4802/2013-Ford-F-150-4802-1.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-2.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-3.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-4.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-5.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-6.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-7.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-8.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-9.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-10.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-11.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-12.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-13.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-14.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-15.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-16.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-17.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-18.aiimg-h70.jpg,/uploads/autos/4802/2013-Ford-F-150-4802-19.aiimg-h70.jpg",description,Options,,"3.5L V6 TURBO",4WD,,https://www.usedcarslewistonid.com/autos/2013-Ford-F-150-Lewiston-4802,Used,Certified,0,0,0,-,-,-,-,"2013 Ford F-150",,none,used
454545,13528,2016,Chevrolet,"Silverado 2500HD","LT Crew Cab Long Box 4WD",1GC1KVE85GF170744,"109,395","46,995",,,"6-Speed Automatic","/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-1.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-2.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-3.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-4.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-5.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-6.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-7.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-8.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-9.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-10.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-11.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-12.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-13.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-14.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-15.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-16.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-17.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-18.aiimg-h70.jpg,/uploads/autos/4764/2016-Chevrolet-Silverado-2500HD-Lewiston-4764-19.aiimg-h70.jpg",description,Options,,"6.6L V8 OHV 32V TURBO DIESEL",4WD,,https://www.usedcarslewistonid.com/autos/2016-Chevrolet-Silverado-2500HD-Lewiston-4764,Used,Certified,0,0,0,-,-,-,-,"2016 Chevrolet Silverado 2500HD",,none,used
454545,13522,2016,Ford,Escape,"SE 4WD",1FMCU9GX8GUA15286,"84,648","17,995",,,"6-Speed Automatic","/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-1.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-2.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-3.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-4.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-5.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-6.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-7.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-8.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-9.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-10.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-11.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-12.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-13.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-14.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-15.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-16.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-17.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-18.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-19.aiimg-h70.jpg,/uploads/autos/4767/2016-Ford-Escape-Lewiston-4767-20.aiimg-h70.jpg",description,Options,,"1.6L L4 DOHC 16V",4WD,,https://www.usedcarslewistonid.com/autos/2016-Ford-Escape-Lewiston-4767,Used,Certified,0,0,0,-,-,-,-,"2016 Ford Escape",,none,used
454545,13363,2012,Chevrolet,"Silverado 2500HD","LT Crew Cab 4WD",1GC1KXC84CF150266,"220,973","26,495",,,"6-Speed Automatic","/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-1.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-2.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-3.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-4.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-5.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-6.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-7.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-8.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-9.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-10.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-11.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-12.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-13.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-14.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-15.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-16.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-17.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-18.aiimg-h70.jpg,/uploads/autos/4791/2012-Chevrolet-Silverado-2500HD-4791-19.aiimg-h70.jpg",description,Options,,"6.6L V8 OHV 32V TURBO DIESEL",4WD,,https://www.usedcarslewistonid.com/autos/2012-Chevrolet-Silverado-2500HD-Lewiston-4791,Used,Certified,0,0,0,-,-,-,-,"2012 Chevrolet Silverado 2500HD",,none,used
454545,13551,2005,Chrysler,"PT Cruiser","Limited Edition",3C8FY68B45T556090,"247,522","2,495",,,"4-Speed Automatic","/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-1.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-2.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-3.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-4.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-5.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-6.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-7.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-8.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-9.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-10.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-11.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-12.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-13.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-14.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-15.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-16.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-17.aiimg-h70.jpg,/uploads/autos/4784/2005-Chrysler-PT-Cruiser-4784-18.aiimg-h70.jpg",description,Options,,"2.4L L4 DOHC 16V",FWD,,https://www.usedcarslewistonid.com/autos/2005-Chrysler-PT-Cruiser-Lewiston-4784,Used,Certified,0,0,0,-,-,-,-,"2005 Chrysler PT Cruiser",,none,used
454545,13344,2019,Ford,"F-350 SD","XLT Crew Cab 4WD",1FT8W3BT1KEC72203,"97,050","56,495",,,"6-Speed Automatic","/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-1.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-2.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-3.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-4.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-5.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-6.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-7.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-8.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-9.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-10.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-11.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-12.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-13.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-14.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-15.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-16.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-17.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-18.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-19.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-20.aiimg-h70.jpg,/uploads/autos/4641/2019-Ford-F-350-SD-Lewiston-4641-21.aiimg-h70.jpg",description,Options,,"6.7L V8 OHV 16V DIESEL",4WD,,https://www.usedcarslewistonid.com/autos/2019-Ford-F-350-SD-Lewiston-4641,Used,Certified,0,0,0,-,-,-,-,"2019 Ford F-350 SD",,none,used
454545,13505,2014,Chevrolet,"Silverado 2500HD","LT Crew Cab 4WD",1GC1KXEG8EF127709,"125,850","30,995",,,"6-Speed Automatic","/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-1.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-2.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-3.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-4.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-5.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-6.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-7.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-8.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-9.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-10.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-11.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-12.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-13.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-14.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-15.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-16.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-17.aiimg-h70.jpg,/uploads/autos/4753/2014-Chevrolet-Silverado-2500HD-Lewiston-4753-18.aiimg-h70.jpg",description,Options,,"6.0L V8 OHV 16V FFV",4WD,,https://www.usedcarslewistonid.com/autos/2014-Chevrolet-Silverado-2500HD-Lewiston-4753,Used,Certified,0,0,0,-,-,-,-,"2014 Chevrolet Silverado 2500HD",,none,used
